1,113532,603817,7.690,0.600,46000.0000,5.38,10.00,20191009,108.0000,20250402,191532,45995.900000,20190424
0,123025,300567,49.950,0.800,37500.0000,34.97,64.94,20191008,112.0000,20250329,123025,30939.400000,20190419
1,113530,603081,16.640,0.600,63000.0000,11.65,21.63,20191002,116.0000,20250327,191530,62978.000000,20190418
0,123024,300700,24.900,0.500,21000.0000,17.43,32.37,20190927,110.0000,20240321,123024,20984.350000,20190417
0,123023,300335,7.040,0.600,60000.0000,4.93,9.15,20190927,110.0000,20250320,123023,53023.250000,20190416
1,110056,600487,15.580,0.500,173300.0000,10.91,20.25,20190925,110.0000,20250319,190056,171043.410000,20190416
0,123022,300088,6.150,0.600,123000.0000,4.31,8.00,20190923,110.0000,20250318,123022,29785.620000,20190410
1,110055,600197,16.810,0.700,87600.0000,11.77,21.85,20190923,110.0000,20250315,190055,87126.000000,20190404
1,110053,600919,7.280,0.800,2000000.0000,,9.46,20190920,111.0000,20250314,190053,1999951.800000,20190403
1,110052,600996,7.940,0.800,160000.0000,5.56,10.32,20190911,113.0000,20250305,190052,152656.780000,20190329
1,110051,600522,10.090,0.600,396512.0000,7.06,13.12,20190906,109.0000,20250228,190051,396431.400000,20190322
1,113528,603897,23.450,0.800,63400.0000,16.42,30.49,20190909,112.0000,20250301,191528,63391.100000,20190320
1,113021,601998,6.980,0.800,4000000.0000,,9.07,20190911,111.0000,20250304,191021,3999973.100000,20190319
1,113527,603518,9.850,0.700,74600.0000,6.90,12.81,20190730,115.0000,20250124,191527,74568.100000,20190219
1,113526,603797,6.110,0.500,39000.0000,4.28,7.94,20190729,106.0000,20250123,191526,19328.060000,20190218
0,123018,300381,8.290,0.600,66496.7700,5.80,10.78,20190626,110.0000,20241220,123018,5433.120000,20190123
1,113525,603055,8.030,0.600,53300.0000,5.62,10.44,20190621,110.0000,20241217,191525,47196.380000,20190111
1,113524,603677,14.080,0.600,33000.0000,9.86,18.30,20190621,113.0000,20241214,191524,32993.800000,20190107
1,110048,600483,8.120,0.600,283000.0000,5.68,10.56,20190614,109.0000,20241207,190048,282991.200000,20181228
0,123017,300618,57.400,0.500,44000.0000,40.18,74.62,20190527,106.0000,20241120,123017,40263.140000,20181224
